index;event-id;origin_time(UTC);t_err;lat;lon;h_err;depth;v_err;gap;ml;md;place;event_type
01427;2024_01427;2024-09-28T23:54:16.890; 0.20;46.1533;14.0375;  0.7; 12.9;  0.7; 93; 1.2; 1.6;CERKNO (SLOVENIA);[earthquake]
01428;2024_01428;2024-09-29T03:37:47.090; 0.13;46.3227;13.6088;  0.4;  6.8;  0.4;105; 0.7; 1.0;KOBARID (SLOVENIA);[earthquake]
01429;2024_01429;2024-10-01T00:25:01.970; 0.23;46.4868;10.7485; 10.0;  1.0; 10.0;204; 0.8; 1.2;CIMA STERNAI (TRENTINO);[earthquake]
01430;2024_01430;2024-10-01T00:25:49.380; 0.16;46.4822;10.7503;  1.6;  0.7;  1.6;158; 1.2; 1.5;CIMA STERNAI (TRENTINO);[earthquake]
01431;2024_01431;2024-10-01T08:47:02.100; 0.23;45.9617;13.6845;  4.1; 19.8;  4.1;245; 1.2; 1.6;GORIZIA (VENEZIA-GIULIA);[earthquake]
01432;2024_01432;2024-10-01T10:08:23.270; 0.26;45.6813;10.8347;  0.6;  3.4;  0.6;110; 2.2; 2.3;M.BALDO (VENETO);[earthquake]
01433;2024_01433;2024-10-01T11:19:01.110; 0.01;45.8553;11.6663;-----;  7.0;-----;206; 0.7;----;VALSTAGNA (VENETO);[earthquake]
01434;2024_01434;2024-10-01T11:39:40.340; 0.41;45.4642;14.3047;  1.6; 11.0;  1.6;137; 1.6; 2.0;RUPA (CROAZIA);[earthquake]
01435;2024_01435;2024-10-01T14:29:18.770; 0.19;46.3193;13.6172;  0.4;  8.8;  0.4; 87; 1.3; 1.9;KOBARID (SLOVENIA);[earthquake]
01436;2024_01436;2024-10-01T16:35:01.580; 0.02;46.2963;13.2365;  0.3;  6.1;  0.3;218; 0.3; 0.8;LUSEVERA (FRIULI);[earthquake]
01437;2024_01437;2024-10-01T22:53:35.560; 0.09;46.0625;10.6030;  0.3;  4.2;  0.3; 76; 1.4; 1.8;BREGUZZO (TRENTINO);[earthquake]
01438;2024_01438;2024-10-01T23:43:47.030; 0.08;46.0665;10.6010;  0.4;  4.9;  0.4;187; 0.8; 1.4;BREGUZZO (TRENTINO);[earthquake]
01439;2024_01439;2024-10-02T04:42:53.010; 0.16;46.0303;10.4332;  1.2;  3.8;  1.2;214; 1.2; 1.4;CAPO DI PONTE (LOMBARDIA);[earthquake]
01440;2024_01440;2024-10-02T09:08:13.720; 0.08;45.8705;11.5257;  0.5;  2.6;  0.5;116; 2.2; 1.9;ASIAGO (VENETO);[earthquake]
01441;2024_01441;2024-10-02T09:48:52.390; 0.05;45.8752;11.5445;  0.5;  3.8;  0.5;124; 1.1; 1.4;ASIAGO (VENETO);[earthquake]
01442;2024_01442;2024-10-02T19:07:03.510; 0.12;46.1523;14.3893;  0.5; 13.5;  0.5; 88; 1.5; 1.6;MEDVODE (SLOVENIA);[earthquake]
01443;2024_01443;2024-10-02T22:26:18.640; 0.12;46.0192;10.4225;  0.4;  2.7;  0.4;184; 1.7; 1.8;CAPO DI PONTE (LOMBARDIA);[earthquake]
01444;2024_01444;2024-10-03T00:32:21.920; 0.09;46.1115;12.2450;  1.0;  9.2;  1.0;204; 1.1; 1.5;BELLUNO (VENETO);[earthquake]
01445;2024_01445;2024-10-03T01:04:12.990; 0.10;46.1020;12.2468;  1.0; 13.7;  1.0;196; 0.8; 1.3;BELLUNO (VENETO);[earthquake]
01446;2024_01446;2024-10-03T01:21:59.570; 0.11;46.0892;12.2572;  0.8; 11.8;  0.8;182; 0.9; 1.2;BELLUNO (VENETO);[earthquake]
01447;2024_01447;2024-10-03T06:19:33.660;-----;46.0700;10.6053;  0.0;  0.2;  0.0;190; 1.0; 1.4;BREGUZZO (TRENTINO);[earthquake]
01448;2024_01448;2024-10-03T07:56:28.000; 0.24;46.0283;10.4250;  2.3;  0.1;  2.3;217; 1.3; 1.3;CAPO DI PONTE (LOMBARDIA);[earthquake]
01449;2024_01449;2024-10-03T09:02:18.510; 0.13;46.1102;13.9363;  1.0; 14.7;  1.0;192; 1.4; 1.5;GRAHOVO (SLOVENIA);[earthquake]
01450;2024_01450;2024-10-03T10:05:42.180; 0.13;46.1787;11.2083;  0.6; 13.3;  0.6; 77; 0.8; 1.4;CEMBRA (TRENTINO);[earthquake]
01451;2024_01451;2024-10-03T14:58:03.750; 0.19;45.6432;14.0697;  0.9;  5.1;  0.9; 84; 1.8; 1.9;VREMSKI-BRITOF (SLOVENIA);[earthquake]
01452;2024_01452;2024-10-03T23:29:24.620; 0.16;46.0298;10.4428;  0.9;  2.6;  0.9;174; 1.2; 0.7;CAPO DI PONTE (LOMBARDIA);[earthquake]
01453;2024_01453;2024-10-05T00:10:28.010; 0.06;46.1380;10.5455;  0.4;  3.6;  0.4;143; 1.2; 1.6;M.ADAMELLO (LOMBARDIA);[earthquake]
01454;2024_01454;2024-10-05T02:46:48.780; 0.08;46.3650;13.1308;  0.4; 13.5;  0.4;133; 0.5; 1.1;MOGGIO UDINESE (FRIULI);[earthquake]
01455;2024_01455;2024-10-06T12:29:21.240; 0.14;46.1385;10.5638;  0.6;  1.1;  0.6;175; 0.7; 1.3;M.ADAMELLO (LOMBARDIA);[earthquake]
01456;2024_01456;2024-10-07T04:06:14.310; 0.14;46.5105;12.9617;  0.8;  5.7;  0.8;154; 0.6; 1.0;PALUZZA (FRIULI);[earthquake]
01457;2024_01457;2024-10-07T04:57:30.790; 0.22;45.6140;10.5280;  1.9;  1.6;  1.9;264; 1.3; 1.8;SALO' (LOMBARDIA);[earthquake]
01458;2024_01458;2024-10-07T07:05:49.830; 0.18;46.5030;12.9518;  0.6;  5.8;  0.6;103; 0.8; 1.4;COMEGLIANS (FRIULI);[earthquake]
01459;2024_01459;2024-10-07T10:07:10.990; 0.07;46.1815;11.2040;  0.4; 10.6;  0.4; 90; 0.8;----;CEMBRA (TRENTINO);[earthquake]
01460;2024_01460;2024-10-07T11:04:03.230; 0.43;45.9887;13.6355;  3.6;  7.0;  3.6;139; 1.2; 1.5;GORIZIA (VENEZIA-GIULIA);[earthquake]
01461;2024_01461;2024-10-07T11:52:52.230; 0.13;46.4820;13.2367;  0.4;  6.7;  0.4;114; 0.8; 1.0;DOGNA (FRIULI);[earthquake]
01462;2024_01462;2024-10-08T10:15:56.830; 0.38;45.8667;11.1842;  1.2; 12.4;  1.2; 83; 0.9; 1.4;FOLGARIA (TRENTINO);[earthquake]
01463;2024_01463;2024-10-08T16:05:57.280; 0.19;46.0565;10.5367;  0.6;  3.4;  0.6; 81; 1.4; 1.7;M.RE DI CASTELLO (LOMBARDIA);[earthquake]
01464;2024_01464;2024-10-09T00:52:10.920; 0.17;45.7567;10.8133;  0.4;  4.6;  0.4; 64; 2.0; 2.3;MALCESINE (VENETO);[earthquake]
01465;2024_01465;2024-10-09T03:01:07.060; 0.23;46.0303;10.7453;  1.4;  6.0;  1.4;190; 1.1; 1.3;TIONE (TRENTINO);[earthquake]
01466;2024_01466;2024-10-09T11:26:07.990; 0.23;46.0593;10.5825;  0.7;  3.5;  0.7; 76; 1.8; 2.2;BREGUZZO (TRENTINO);[earthquake]
01467;2024_01467;2024-10-09T14:21:26.450; 0.04;46.0500;10.5747;  0.4;  3.5;  0.4;166; 1.1; 1.8;M.RE DI CASTELLO (LOMBARDIA);[earthquake]
01468;2024_01468;2024-10-09T15:38:37.890; 0.30;45.9025;11.9032;  1.3; 10.2;  1.3;155; 1.4; 1.6;CAVASO DEL TOMBA (VENETO);[earthquake]
01469;2024_01469;2024-10-09T15:45:23.420; 0.11;46.1568;14.3840;  0.5;  7.3;  0.5; 88; 1.4; 1.8;MEDVODE (SLOVENIA);[earthquake]
01470;2024_01470;2024-10-10T11:53:04.240; 0.12;46.0247;10.4805;  0.8;  2.6;  0.8;188; 1.2; 1.5;M.RE DI CASTELLO (LOMBARDIA);[earthquake]
01471;2024_01471;2024-10-10T23:47:58.910; 0.22;46.4557;13.1302;  0.4;  7.8;  0.4; 63; 1.2; 1.3;M.SERNIO (FRIULI);[earthquake]
01472;2024_01472;2024-10-11T02:25:58.950; 0.22;45.8420;11.0140;  0.7; 12.9;  0.7; 78; 0.9; 1.6;ROVERETO (TRENTINO);[earthquake]
01473;2024_01473;2024-10-11T06:44:06.990; 0.28;46.3168;13.6545;  0.9;  4.6;  0.9;113; 1.1; 1.5;KOBARID (SLOVENIA);[earthquake]
01474;2024_01474;2024-10-11T09:59:23.080; 0.30;45.2745;13.0877;  1.6; 35.2;  1.6;259; 2.1; 2.8;GOLFO DI VENEZIA;[earthquake]
01475;2024_01475;2024-10-11T14:07:02.740; 0.25;46.3008;13.6543;  0.9;  8.8;  0.9;107; 1.3; 1.8;KOBARID (SLOVENIA);[earthquake]
01476;2024_01476;2024-10-12T09:51:57.960; 0.22;46.0188;10.4303;  1.6;  0.2;  1.6;216; 1.3; 1.9;CAPO DI PONTE (LOMBARDIA);[earthquake]
01477;2024_01477;2024-10-12T10:55:29.220; 0.13;45.8245;11.1763;  1.0; 13.3;  1.0;164; 0.9; 2.1;PASUBIO (TRENTINO);[earthquake]
01478;2024_01478;2024-10-12T13:07:53.190; 0.19;46.3225;13.6090;  0.5;  7.7;  0.5;105; 1.1; 1.6;KOBARID (SLOVENIA);[earthquake]
01479;2024_01479;2024-10-12T19:09:17.570; 0.35;46.0157;14.2780;  0.6; 10.4;  0.6; 68; 2.0; 2.6;HORJUL (SLOVENIA);[earthquake]
01480;2024_01480;2024-10-13T14:43:05.770; 0.10;45.9510;10.6998;  0.7; 12.6;  0.7;167; 1.0; 1.7;RONCONE (TRENTINO);[earthquake]
01481;2024_01481;2024-10-13T16:19:13.130; 0.16;46.1923;13.8580;  0.4; 14.1;  0.4; 97; 2.9; 2.9;RUT (SLOVENIA);[earthquake]
01482;2024_01482;2024-10-13T20:30:21.980; 0.44;46.0382;10.4355;  1.2;  4.8;  1.2;176; 1.3; 2.3;CAPO DI PONTE (LOMBARDIA);[earthquake]
01483;2024_01483;2024-10-14T01:55:33.830; 0.30;46.2882;13.6662;  0.8;  7.0;  0.8;105; 1.1; 1.6;KOBARID (SLOVENIA);[earthquake]
01484;2024_01484;2024-10-14T06:36:42.960; 0.14;46.0912;14.1495;  1.1; 13.1;  1.1;222; 0.9; 1.3;POLJANE (SLOVENIA);[earthquake]
01485;2024_01485;2024-10-14T07:46:11.960; 0.17;45.7985;14.3723;  1.0; 11.0;  1.0;128; 1.5; 1.7;CERKNICA (SLOVENIA);[earthquake]
01486;2024_01486;2024-10-14T08:29:18.080; 0.61;46.0430;13.6473;  2.1;  7.9;  2.1;106; 1.2; 1.9;PLAVE (SLOVENIA);[earthquake]
01487;2024_01487;2024-10-14T13:27:29.570; 0.23;46.2347;10.5720;  1.5;  1.0;  1.5;210; 1.0; 1.6;TEMU (LOMBARDIA);[earthquake]
01488;2024_01488;2024-10-14T23:00:23.290; 0.17;46.3980;13.6817;  0.7;  9.2;  0.7;164; 0.4; 1.1;SOCA (SLOVENIA);[earthquake]
01489;2024_01489;2024-10-15T01:33:18.000; 0.21;46.2685;12.9283;  0.6;  4.7;  0.6;117; 0.7;----;PIELUNGO (FRIULI);[earthquake]
01490;2024_01490;2024-10-15T03:45:44.760; 0.10;46.6755;13.7465;  1.8; 12.6;  1.8;315; 0.3; 1.2;AFRITZ (AUSTRIA);[earthquake]
01491;2024_01491;2024-10-15T04:28:51.600; 0.29;46.3943;12.3175;  4.5;  4.0;  4.5;250; 0.7; 1.3;CIBIANA (VENETO);[earthquake]
01492;2024_01492;2024-10-15T11:00:27.250; 0.18;46.0463;13.5990;  0.9;  6.9;  0.9;185; 1.2; 1.8;PLAVE (SLOVENIA);[earthquake]
01493;2024_01493;2024-10-15T21:49:34.980; 0.64;44.8942;11.2685;  6.1; 12.1;  6.1;205; 1.9; 2.4;FINALE EMILIA NORD (EMILIA);[earthquake]
01494;2024_01494;2024-10-15T22:03:04.420; 0.14;46.2385;10.5852;  0.3;  2.0;  0.3;154; 0.7;----;CIMA PRESANELLA (TRENTINO);[earthquake]
01495;2024_01495;2024-10-15T22:18:18.100; 0.25;46.1355;10.5882;  1.3;  0.2;  1.3;160; 1.1; 1.7;CARE' ALTO (TRENTINO);[earthquake]
01496;2024_01496;2024-10-15T23:13:26.260; 0.27;46.2353;10.5910;  0.6;  0.4;  0.6;151; 1.2; 1.8;CIMA PRESANELLA (TRENTINO);[earthquake]
01497;2024_01497;2024-10-16T02:10:45.930; 0.27;46.3348;13.2828;  0.5;  8.6;  0.5; 61; 1.0; 1.2;CHIUSAFORTE (FRIULI);[earthquake]
01498;2024_01498;2024-10-16T04:13:15.110; 0.36;45.8428;11.6787;  4.9; 11.1;  4.9;227; 0.7; 1.0;VALSTAGNA (VENETO);[earthquake]
01499;2024_01499;2024-10-16T08:27:28.490; 0.25;45.7623;14.0382;  1.5; 16.4;  1.5;183; 1.1; 1.5;RAZDRTO (SLOVENIA);[earthquake]
01500;2024_01500;2024-10-16T10:48:25.330; 0.15;45.7425;14.0660;  1.1; 16.8;  1.1;146; 1.4; 1.8;SENOZECE (SLOVENIA);[earthquake]
01501;2024_01501;2024-10-16T12:36:44.080; 0.86;45.8623;11.9392;  1.3; 11.0;  1.3; 92; 1.8; 2.3;CAVASO DEL TOMBA (VENETO);[earthquake]
01502;2024_01502;2024-10-16T15:16:54.820; 0.20;46.0152;14.1860;  1.6; 20.6;  1.6;118; 1.1; 1.8;ZIRI (SLOVENIA);[earthquake]
01503;2024_01503;2024-10-16T18:35:32.370; 0.13;46.4763;12.9752;  0.7;  6.9;  0.7;106; 0.1; 0.9;ARTA (FRIULI);[earthquake]
01504;2024_01504;2024-10-17T00:39:54.480; 0.17;46.2408;10.5930;  0.5;  1.1;  0.5;150; 0.7; 1.4;CIMA PRESANELLA (TRENTINO);[earthquake]
01505;2024_01505;2024-10-17T01:32:29.930; 0.26;45.9812;14.2227;  1.3; 13.5;  1.3;125; 1.0; 1.9;VRHNIKA (SLOVENIA);[earthquake]
01506;2024_01506;2024-10-17T02:48:57.520; 0.26;45.9180;11.7165;  2.1; 16.3;  2.1;129; 0.6; 1.4;ARSIE (VENETO);[earthquake]
01507;2024_01507;2024-10-17T03:48:39.880; 0.24;46.3673;12.5775;  1.1;  8.5;  1.1;138; 1.1; 1.3;M.PRAMAGGIORE (FRIULI);[earthquake]
01508;2024_01508;2024-10-17T08:06:24.000; 0.28;46.4802;12.6838;  1.5;  3.9;  1.5;150; 1.4; 1.9;M.BIVERA (FRIULI);[earthquake]
01509;2024_01509;2024-10-17T08:36:11.450; 0.04;45.7523;14.0555;  0.3; 14.8;  0.3;174; 1.1; 1.4;RAZDRTO (SLOVENIA);[earthquake]
01510;2024_01510;2024-10-17T09:44:19.020; 0.39;45.9307;13.6190;  2.2;  2.0;  2.2;223; 1.4; 1.7;GORIZIA (VENEZIA-GIULIA);[earthquake]
01511;2024_01511;2024-10-17T09:50:47.440; 0.23;46.1648;11.2265;  1.5;  5.0;  1.5;166; 0.8; 1.5;BASELGA DI PINE' (TRENTINO);[earthquake]
01512;2024_01512;2024-10-17T10:03:08.190; 0.14;46.1393;11.2098;  1.8; 13.8;  1.8;187; 0.9; 1.8;BASELGA DI PINE' (TRENTINO);[earthquake]
01513;2024_01513;2024-10-17T11:40:00.680; 0.27;46.2578;13.3027;  1.4; 10.3;  1.4;132; 0.6; 1.1;LUSEVERA (FRIULI);[earthquake]
01514;2024_01514;2024-10-17T11:41:52.660; 0.37;46.4040;13.0028;  0.6;  1.9;  0.6; 93; 1.3; 1.7;TOLMEZZO (FRIULI);[earthquake]
01515;2024_01515;2024-10-17T22:18:50.010; 0.05;46.2878;13.6365;  0.4;  5.8;  0.4;200; 0.8; 1.2;KOBARID (SLOVENIA);[earthquake]
01516;2024_01516;2024-10-18T02:02:26.920; 0.14;45.8413;11.0238;  0.6; 11.0;  0.6;185; 1.3; 1.7;ROVERETO (TRENTINO);[earthquake]
01517;2024_01517;2024-10-18T08:14:51.200; 0.23;45.7360;14.0660;  2.5; 19.2;  2.5;146; 1.1; 1.0;SENOZECE (SLOVENIA);[earthquake]
01518;2024_01518;2024-10-18T10:55:52.260; 0.28;45.7032;13.7658;  2.1;  7.0;  2.1;197; 1.3; 1.8;POGGIOREALE D.CARSO;[earthquake]
01519;2024_01519;2024-10-18T10:58:44.500; 0.35;45.5413;14.3005;  0.8;  8.3;  0.8;167; 2.2; 2.0;ILIRSKA BISTRICA (SLOVENIA);[earthquake]
01520;2024_01520;2024-10-18T11:26:23.020; 0.09;46.0567;10.5620;  0.5;  3.9;  0.5;236; 1.4; 1.7;M.RE DI CASTELLO (LOMBARDIA);[earthquake]
01521;2024_01521;2024-10-18T11:31:46.840; 0.27;46.0642;10.5487;  0.8;  4.4;  0.8; 78; 1.9; 2.1;M.RE DI CASTELLO (LOMBARDIA);[earthquake]
01522;2024_01522;2024-10-18T11:49:05.360; 0.12;46.0503;10.5693;  0.7;  4.0;  0.7;232; 1.3; 1.9;M.RE DI CASTELLO (LOMBARDIA);[earthquake]
01523;2024_01523;2024-10-18T13:43:22.440; 0.06;46.0493;10.5713;  0.3;  4.7;  0.3;162; 1.4; 2.0;M.RE DI CASTELLO (LOMBARDIA);[earthquake]
01524;2024_01524;2024-10-18T14:50:21.050; 0.13;46.4048;13.0028;  1.0;  1.8;  1.0;160; 0.5; 0.8;TOLMEZZO (FRIULI);[earthquake]
01525;2024_01525;2024-10-18T19:03:51.500; 0.05;46.4893;12.9767;  0.8;  5.7;  0.8;169; 0.1; 0.7;ARTA (FRIULI);[earthquake]
01526;2024_01526;2024-10-18T19:50:57.780; 0.12;46.0575;10.5692;  0.7;  2.9;  0.7;235; 2.0; 2.1;M.RE DI CASTELLO (LOMBARDIA);[earthquake]
01527;2024_01527;2024-10-18T19:53:01.300; 0.10;46.0412;10.5725;  0.7;  6.2;  0.7;228; 1.1; 1.1;M.RE DI CASTELLO (LOMBARDIA);[earthquake]
01528;2024_01528;2024-10-18T20:36:21.200; 0.06;46.0212;10.4277;  0.4;  2.4;  0.4;217; 1.6; 2.1;CAPO DI PONTE (LOMBARDIA);[earthquake]
01529;2024_01529;2024-10-19T00:31:41.820; 0.09;46.0480;10.5703;  0.7;  5.4;  0.7;231; 1.3; 1.7;M.RE DI CASTELLO (LOMBARDIA);[earthquake]
01530;2024_01530;2024-10-19T03:34:16.580; 0.16;46.2707;13.7535;  0.7;  3.7;  0.7;112; 1.0; 1.4;KUK (SLOVENIA);[earthquake]
01531;2024_01531;2024-10-19T05:37:21.900; 0.13;46.3342;13.1840;  0.4; 12.9;  0.4; 57; 0.7; 1.2;MOGGIO UDINESE (FRIULI);[earthquake]
01532;2024_01532;2024-10-19T07:43:01.030; 0.15;46.1682;10.4472;  0.5;  1.4;  0.5;166; 1.0;----;EDOLO (LOMBARDIA);[earthquake]
01533;2024_01533;2024-10-19T08:22:42.840; 0.18;46.3368;12.6173;  0.5; 11.5;  0.5;106; 1.6; 1.8;FORNI DI SOTTO (FRIULI);[earthquake]
01534;2024_01534;2024-10-19T11:57:15.600; 0.14;46.0567;10.5615;  0.8;  3.6;  0.8;237; 1.1; 1.8;M.RE DI CASTELLO (LOMBARDIA);[earthquake]
01535;2024_01535;2024-10-19T12:26:51.290; 0.07;46.4932;13.4107;  0.2;  7.6;  0.2;122; 0.8; 1.3;JOF DI MONTASIO (FRIULI);[earthquake]
01536;2024_01536;2024-10-19T19:37:04.400; 0.25;46.0268;10.5712;  3.6;  6.2;  3.6;222; 0.9; 0.5;M.RE DI CASTELLO (LOMBARDIA);[earthquake]
01537;2024_01537;2024-10-19T22:17:40.360; 0.13;46.0142;10.4403;  0.8;  6.6;  0.8;211; 1.8; 2.2;CAPO DI PONTE (LOMBARDIA);[earthquake]
01538;2024_01538;2024-10-20T04:05:17.510; 0.40;46.8348;11.5542;  1.7;  8.6;  1.7;169; 1.0; 1.4;CAMPO DI TRENS (ALTO ADIGE);[earthquake]
01539;2024_01539;2024-10-20T11:18:35.700; 0.09;46.0303;10.5630;  0.4;  3.3;  0.4;160; 1.0; 1.6;M.RE DI CASTELLO (LOMBARDIA);[earthquake]
01540;2024_01540;2024-10-21T00:09:53.960; 0.13;46.4483;12.9083;  0.3;  7.0;  0.3; 88; 0.5; 1.3;OVARO (FRIULI);[earthquake]
01541;2024_01541;2024-10-21T03:33:27.820; 0.17;46.3257;12.8452;  0.4;  7.6;  0.4;104; 1.0; 1.7;PIELUNGO (FRIULI);[earthquake]
01542;2024_01542;2024-10-21T10:10:31.960; 0.18;46.0703;10.5902;  0.6;  2.4;  0.6;160; 1.4; 2.1;BREGUZZO (TRENTINO);[earthquake]
01543;2024_01543;2024-10-21T12:58:29.740; 0.10;46.6315;13.6388;  0.8;  5.3;  0.8;229; 0.9; 1.3;BLEIBERG (AUSTRIA);[earthquake]
01544;2024_01544;2024-10-21T21:08:38.580; 0.10;46.4573;13.1100;  0.4;  9.4;  0.4;133; 0.2; 1.0;M.SERNIO (FRIULI);[earthquake]
01545;2024_01545;2024-10-21T22:47:24.110; 0.75;44.8887;11.2180;  4.5;  8.1;  4.5;133; 2.0; 2.3;FINALE EMILIA NORD (EMILIA);[earthquake]
01546;2024_01546;2024-10-22T10:09:06.780; 0.13;46.2618;12.6988;  1.8;  6.5;  1.8;251; 0.7; 1.7;CLAUTANA (FRIULI);[earthquake]
01547;2024_01547;2024-10-22T11:20:52.320; 0.18;46.3270;12.8415;  0.4;  7.2;  0.4;103; 1.0; 1.6;PIELUNGO (FRIULI);[earthquake]
01548;2024_01548;2024-10-22T11:27:08.160; 0.13;45.6343;14.2873;  0.7; 13.7;  0.7;106; 1.4; 1.8;KNEZAK (SLOVENIA);[earthquake]
01549;2024_01549;2024-10-22T13:57:59.350; 0.14;45.8615;14.2313;  0.7; 12.6;  0.7;122; 1.0; 1.5;LOGATEC (SLOVENIA);[earthquake]
01550;2024_01550;2024-10-22T15:20:53.890; 0.12;46.2788;13.6313;  0.4;  6.9;  0.4; 97; 1.1; 1.6;KOBARID (SLOVENIA);[earthquake]
01551;2024_01551;2024-10-22T16:18:26.290; 0.12;46.2843;13.6265;  0.5;  5.7;  0.5;101; 0.5; 0.9;KOBARID (SLOVENIA);[earthquake]
01552;2024_01552;2024-10-23T02:13:02.380; 0.35;46.8182;11.1720;  1.1;  8.4;  1.1;136; 1.4; 1.6;MOSO IN PASSIRIA (ALTO ADIGE);[earthquake]
01553;2024_01553;2024-10-23T14:39:52.370; 0.21;46.3348;13.1987;  0.4;  7.4;  0.4; 77; 1.4; 1.5;MOGGIO UDINESE (FRIULI);[earthquake]
01554;2024_01554;2024-10-23T19:32:11.210; 0.13;45.7357;11.0212;  1.0; 12.5;  1.0;211; 1.3; 1.6;M.LESSINI (TRENTINO);[earthquake]
01555;2024_01555;2024-10-23T21:54:12.960; 0.15;46.2553;12.9298;  0.5;  6.2;  0.5;161; 0.5; 1.3;PIELUNGO (FRIULI);[earthquake]
01556;2024_01556;2024-10-24T03:51:57.820; 0.12;46.0347;10.5773;  0.6;  5.3;  0.6;124; 1.2; 1.1;M.RE DI CASTELLO (LOMBARDIA);[earthquake]
01557;2024_01557;2024-10-24T08:37:08.070; 0.43;45.9743;13.6708;  2.5; 19.5;  2.5;201; 1.3; 1.8;GORIZIA (VENEZIA-GIULIA);[earthquake]
01558;2024_01558;2024-10-24T10:22:46.350; 0.20;45.8962;11.3458;  0.6;  4.4;  0.6;150; 1.1; 1.3;ROTZO (VENETO);[earthquake]
01559;2024_01559;2024-10-24T12:21:56.560; 0.18;46.6847;13.7860;  0.8;  4.1;  0.8;196; 0.7; 1.6;AFRITZ (AUSTRIA);[earthquake]
01560;2024_01560;2024-10-24T13:43:28.580; 0.13;46.0183;10.4920;  1.0;  1.3;  1.0;245; 1.1; 1.3;M.RE DI CASTELLO (LOMBARDIA);[earthquake]
01561;2024_01561;2024-10-24T14:54:21.020; 0.09;45.6463;14.2735;  0.4; 12.1;  0.4; 99; 1.1; 1.4;KNEZAK (SLOVENIA);[earthquake]
01562;2024_01562;2024-10-24T22:48:09.380; 0.09;46.0210;10.4382;  0.6;  5.7;  0.6;132; 1.6; 1.8;CAPO DI PONTE (LOMBARDIA);[earthquake]
01563;2024_01563;2024-10-25T04:26:54.530; 0.19;46.1655;10.4222;  1.1;  8.8;  1.1;138; 1.3; 1.8;SORICO (LOMBARDIA);[earthquake]
01564;2024_01564;2024-10-25T06:14:18.680; 0.46;46.2227;12.7120;  2.7;  7.0;  2.7;138; 0.8; 1.7;MANIAGO (FRIULI);[earthquake]
01565;2024_01565;2024-10-25T07:34:42.500; 0.06;46.2035;13.6467;  0.5; 15.7;  0.5;111; 0.5; 0.9;DRENCHIA (FRIULI);[earthquake]
01566;2024_01566;2024-10-25T18:25:58.780; 0.09;46.2163;12.3920;  0.5;  6.7;  0.5;123; 0.9; 0.7;PIEVE D'ALPAGO (VENETO);[earthquake]
01567;2024_01567;2024-10-26T03:09:02.640; 0.10;46.3058;13.6772;  0.5;  8.4;  0.5;141; 0.7; 1.0;KOBARID (SLOVENIA);[earthquake]
01568;2024_01568;2024-10-26T23:02:14.530; 0.08;46.1297;10.5268;  0.4;  5.0;  0.4;122; 0.8; 1.9;M.ADAMELLO (LOMBARDIA);[earthquake]
01569;2024_01569;2024-10-27T01:05:35.440; 0.15;45.9737;10.6892;  0.6;  7.0;  0.6;151; 0.8; 1.4;RONCONE (TRENTINO);[earthquake]
01570;2024_01570;2024-10-27T01:47:10.190; 0.25;45.3367;11.7065;  1.0; 13.2;  1.0;272; 1.4; 2.3;ABANO TERME (VENETO);[earthquake]
01571;2024_01571;2024-10-27T04:43:31.330; 0.12;46.2985;12.3028;  2.7;  6.0;  2.7;278; 1.1; 1.1;LONGARONE (VENETO);[earthquake]
01572;2024_01572;2024-10-27T11:18:15.260; 0.21;45.6542;13.9280;  5.6;  7.0;  5.6;205; 1.5; 2.0;S.DORLIGO D.VALLE;[earthquake]
01573;2024_01573;2024-10-27T13:27:25.380; 0.01;46.0935;10.5865;  0.2;  2.0;  0.2;295; 1.1; 1.3;CARE' ALTO (TRENTINO);[earthquake]
01574;2024_01574;2024-10-27T16:32:16.010; 0.13;45.7123;14.1910;  0.4; 13.9;  0.4; 72; 0.9; 1.8;PIVKA (SLOVENIA);[earthquake]
01575;2024_01575;2024-10-27T20:41:50.410; 0.02;46.3310;13.2623;  0.5;  7.6;  0.5;266; 0.2; 0.8;LUSEVERA (FRIULI);[earthquake]
01576;2024_01576;2024-10-28T00:05:36.740; 0.15;46.1735;12.6675;  0.5;  8.4;  0.5;145; 0.7; 1.5;ANDREIS (FRIULI);[earthquake]
01577;2024_01577;2024-10-28T00:32:25.720; 0.21;46.2797;13.7588;  0.7;  0.6;  0.7;117; 0.6; 1.3;KUK (SLOVENIA);[earthquake]
01578;2024_01578;2024-10-28T01:21:45.310; 0.06;46.1263;10.5675;  0.8;  4.1;  0.8;251; 0.8; 1.4;M.ADAMELLO (LOMBARDIA);[earthquake]
01579;2024_01579;2024-10-28T01:58:50.820; 0.30;46.4892;14.3915;  1.6;  7.1;  1.6;151; 0.8; 1.7;KOSCHUTNIK (AUSTRIA);[earthquake]
01580;2024_01580;2024-10-28T03:01:11.730; 0.34;44.9063;11.2890;  2.2; 17.4;  2.2;286; 1.4; 2.1;FINALE EMILIA NORD (EMILIA);[earthquake]
01581;2024_01581;2024-10-28T08:00:36.280; 0.12;46.5538;10.4663;  1.1;  5.8;  1.1;194; 0.5; 1.1;GIOGO DELLO STELVIO (ALTO ADIGE);[earthquake]
01582;2024_01582;2024-10-28T12:29:51.720; 0.13;46.1225;12.3913;  0.8;  8.3;  0.8;162; 1.1; 1.4;PUOS D'ALPAGO (VENETO);[earthquake]
